departamento,codigodanedepartamento,municipio,codigodanemunicipio,anio,mes,tipodesminado,areadespejada,map,muse,aei,totalartefactosdestruidos,organizacion,estudiosnotecnicos,estudiostecnicos,operacionesdespeje
CALDAS,17,SAMANA,17662,2015,8,Comunidades,15493,19,0,0,19,BRDEH,6,0,3
SANTANDER,68,HATO,68344,2019,4,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2012,7,Comunidades,0,0,0,0,0,BRDEH,1,0,0
META,50,VISTAHERMOSA,50711,2017,11,Comunidades,10407,1,1,0,2,BRDEH,0,0,2
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2014,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2019,4,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
ANTIOQUIA,5,GRANADA,5313,2017,9,Comunidades,0,0,0,0,0,BRDEH,4,0,0
ANTIOQUIA,5,GRANADA,5313,2014,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,SAN LUIS,5660,2017,6,Comunidades,0,3,0,3,6,BRDEH,1,0,0
TOLIMA,73,RIOBLANCO,73616,2016,11,Comunidades,0,0,0,0,0,THE HALO TRUST,1,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2014,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2013,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0
ANTIOQUIA,5,ABEJORRAL,5002,2016,1,Comunidades,0,0,0,0,0,THE HALO TRUST,19,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2016,4,Comunidades,0,0,0,0,0,BRDEH,2,0,0
SANTANDER,68,SAN VICENTE DE CHUCURI,68689,2014,11,Comunidades,7035,0,1,0,1,BRDEH,2,3,1
CALDAS,17,SAMANA,17662,2015,4,Comunidades,1701,10,1,0,11,BRDEH,1,0,1
HUILA,41,NEIVA,41001,2019,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,2018,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0
SANTANDER,68,EL CARMEN,68235,2017,11,Comunidades,9662,2,0,0,2,BRDEH,0,1,1
PUTUMAYO,86,PUERTO ASIS,86568,2018,4,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,4,0,0
ANTIOQUIA,5,ITUANGO,5361,2017,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0
CAQUETA,18,FLORENCIA,18001,2017,5,Comunidades,12175,0,0,0,0,BRDEH,6,2,1
HUILA,41,SAN AGUSTIN,41668,2019,2,Comunidades,0,0,0,0,0,BRDEH,4,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,2,Comunidades,1030,0,0,0,0,BRDEH,0,1,0
CAQUETA,18,SAN JOSE DEL FRAGUA,18610,2017,10,Comunidades,0,0,0,0,0,BRDEH,3,0,0
PUTUMAYO,86,PUERTO LEGUIZAMO,86573,2018,6,Comunidades,0,0,0,0,0,CAMPANA COLOMBIANA CONTRA MINAS,2,0,0
ANTIOQUIA,5,GRANADA,5313,2015,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0
TOLIMA,73,RIOBLANCO,73616,2019,6,Comunidades,0,0,0,0,0,THE HALO TRUST,0,0,0
META,50,ACACIAS,50006,2018,8,Comunidades,0,0,0,0,0,BRDEH,2,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2018,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0
META,50,EL DORADO,50270,2010,12,Comunidades,12027,0,0,0,0,BRDEH,0,2,1
CALDAS,17,SAMANA,17662,2014,9,Comunidades,38995,0,1,0,1,BRDEH,0,3,1
VALLE DEL CAUCA,76,PRADERA,76563,2017,10,Comunidades,0,0,0,0,0,THE HALO TRUST,2,0,0
CAQUETA,18,FLORENCIA,18001,2016,11,Comunidades,0,0,0,0,0,BRDEH,8,0,0
ANTIOQUIA,5,SAN LUIS,5660,2017,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0
ANTIOQUIA,5,SAN LUIS,5660,2016,3,Comunidades,0,0,0,0,0,BRDEH,3,0,0
CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,2018,1,Comunidades,0,0,0,0,0,BRDEH,0,0,0
